customer_id,full_name,email,phone,address,service_plan,connection_type,monthly_fee,data_usage_gb,avg_speed_mbps,promised_speed,uptime_percentage,payment_status,last_payment_date,contract_start_date,active_tickets,ticket_type,ticket_status,last_ticket_date,customer_satisfaction
CUST000379,Renee Sherman,andreamorris@example.org,823.361.7524,"678 Deborah Points
Jacksonville, AR 03574",Enterprise,Satellite,157.87,716.87,441.93,630.05,96.46,Paid,2024-04-14,2023-12-28,1,Service Request,Resolved,2024-05-03,10.0
CUST000380,William Garcia,martha15@example.net,753-474-4837,"17421 Joe Walk
Tonyfort, OK 16261",Basic,DSL,34.41,441.38,71.36,91.82,95.67,Paid,2024-11-06,2024-06-01,0,Service Request,Closed,2024-06-15,10.0
CUST000381,Alexander Hanson,tiffany31@example.com,567.368.1022x472,"569 Figueroa Neck
Lake Melissa, AZ 96969",Enterprise,Satellite,144.78,639.51,719.02,953.86,94.66,Paid,2023-07-31,2023-01-26,0,Service Request,In Progress,2023-12-16,10.0
CUST000382,Theresa Chen,lisa25@example.net,+1-417-441-7635x463,"83970 Simpson Shoals Apt. 931
South Oscar, GU 12492",Premium,DSL,96.95,958.47,270.62,314.58,95.08,Pending,2024-02-10,2023-10-22,0,Technical Issue,Closed,2023-10-27,10.0
CUST000383,Ronald Boone III,montgomerywilliam@example.org,(429)475-2577x14032,"14745 Marquez Village
East Jacob, VA 42318",Enterprise,Satellite,180.91,864.34,374.38,569.47,95.42,Paid,2024-12-17,2024-03-01,0,Service Request,Open,2024-04-09,10.0
CUST000384,Erica Jimenez,wcisneros@example.com,001-789-652-1337x1813,"17176 Brian Manors
Cartertown, IN 63047",Basic,DSL,34.04,254.03,57.22,78.67,96.16,Pending,2023-10-24,2023-08-04,0,Technical Issue,Closed,2024-02-16,10.0
CUST000385,John Coleman,mckeeandrea@example.net,(688)898-5279,"USNS Snyder
FPO AP 29894",Enterprise,DSL,171.89,300.1,683.41,882.2,97.28,Paid,2024-07-13,2023-11-23,0,Service Request,Open,2024-03-10,10.0
CUST000386,Jacob Robinson,jeff19@example.com,496.503.5848x55058,"972 Nathan Mills Suite 560
South Spencer, GA 88280",Premium,DSL,90.11,997.1,332.93,437.56,98.09,Paid,2023-10-09,2023-09-19,1,Technical Issue,In Progress,2023-12-08,10.0
CUST000387,Jeff Evans,qcamacho@example.net,435-567-4242x745,"41255 Lopez Summit
Port Jimmyton, MA 97644",Enterprise,Satellite,140.11,369.18,645.6,897.16,94.5,Paid,2024-01-30,2023-09-15,0,Technical Issue,Open,2024-07-15,10.0
CUST000388,Tasha Quinn,gibsonandrew@example.org,(628)300-4345,"2790 Brown Station Apt. 990
Stephanieville, OK 61836",Standard,Satellite,55.19,761.68,97.54,130.91,96.67,Paid,2024-03-20,2024-02-01,0,Technical Issue,In Progress,2024-04-30,10.0
CUST000389,Sarah Glenn,julie88@example.com,649-357-2482x71273,"11833 Perez Flat
Hansenview, NV 67721",Premium,Cable,104.7,310.68,362.52,366.73,97.05,Paid,2024-02-25,2023-12-14,0,Technical Issue,Open,2024-12-19,10.0
CUST000390,Michelle Ellis,michellemorris@example.com,(674)365-5084x8281,"810 Espinoza Parks Apt. 904
Harperview, WI 68950",Enterprise,Fiber,136.89,192.71,491.43,505.9,99.86,Paid,2024-12-10,2024-01-31,3,Service Request,Closed,2024-09-23,10.0
CUST000391,Marie Jacobs,gillbonnie@example.net,633.210.7445x38674,"204 Anderson Stream
Housestad, MD 57824",Basic,DSL,45.67,529.95,55.86,68.97,97.88,Pending,2024-12-12,2024-09-30,0,Technical Issue,Resolved,2024-10-05,10.0
CUST000392,Amy Gonzalez,michaelfuller@example.org,(839)332-6715,"7170 Dominic Track
New Brittanyside, FM 10380",Enterprise,Satellite,172.73,722.33,508.48,717.4,95.23,Paid,2024-12-06,2023-09-04,0,Connection Problem,Resolved,2024-04-20,10.0
CUST000393,Jennifer Sims,turnerandrew@example.net,263-522-1640x043,"4185 Madison Union Apt. 547
North Brianshire, AL 10275",Standard,Fiber,65.53,794.11,250.06,270.42,99.08,Paid,2024-03-05,2023-03-16,0,Connection Problem,Resolved,2024-02-21,10.0
CUST000394,Tammy Walters,jill34@example.net,+1-311-900-9754,"2842 Amanda Shore Suite 004
Reidshire, MA 58684",Premium,Cable,93.57,486.54,402.86,460.4,97.93,Paid,2024-08-16,2023-01-27,0,Service Request,Closed,2023-12-17,10.0
CUST000395,Gregory Chambers,anthony92@example.net,3723486831,"0991 Garcia Forge
Brenttown, HI 66800",Basic,Fiber,47.24,214.29,80.37,74.22,99.29,Pending,2024-12-14,2023-04-03,0,Billing Query,Closed,2024-12-13,10.0
CUST000396,Stephanie Fisher,ubaker@example.org,001-873-361-2897x5918,"72786 Rebecca Light Suite 904
Saraburgh, WY 63303",Enterprise,Cable,155.9,390.06,718.07,731.68,98.23,Paid,2024-12-12,2024-08-29,0,Billing Query,Resolved,2024-11-12,10.0
CUST000397,Lindsay Moore,uwalker@example.com,001-224-688-3030x216,"544 Avila Ferry Apt. 894
Jamieton, IN 36181",Enterprise,Cable,152.63,460.87,755.87,900.88,98.55,Paid,2023-10-09,2023-01-19,0,Connection Problem,Open,2023-11-04,10.0
CUST000398,Pamela Hartman,lisajames@example.org,731.942.5606x72335,"025 Perry Rest
Sharonborough, SD 24912",Basic,Satellite,48.83,778.6,49.0,73.11,95.4,Paid,2024-12-20,2024-12-18,0,Technical Issue,Open,2024-12-20,10.0
CUST000399,Reginald Moss,amberthomas@example.com,718-368-5799x4859,"828 Myers Heights
New Daniellehaven, AS 35338",Enterprise,Cable,168.12,133.65,651.69,771.7,98.91,Paid,2024-08-19,2024-05-30,0,Connection Problem,In Progress,2024-09-01,10.0
CUST000400,Aaron Baker,todd43@example.org,777-609-5379,"936 Estrada Oval
West Johnmouth, NV 06518",Standard,DSL,68.57,247.24,220.51,276.38,95.79,Paid,2024-12-02,2024-11-09,0,Billing Query,Open,2024-12-13,10.0
CUST000401,Megan Middleton,xreynolds@example.com,(893)442-3120x1222,"6523 Johnson Valley Suite 812
Dorseyville, AR 21663",Premium,Cable,107.29,793.9,302.55,372.76,97.53,Paid,2024-12-18,2024-10-19,1,Service Request,Open,2024-12-10,10.0
CUST000402,Brendan Estes,sandrasmith@example.com,001-708-828-5234x4731,"98593 Cannon Courts Apt. 025
West Feliciastad, NE 44845",Enterprise,Satellite,199.46,636.09,535.41,710.04,96.3,Paid,2024-11-11,2024-09-19,0,Technical Issue,Closed,2024-09-20,10.0
CUST000403,Wesley Ortega,scotthart@example.com,980.863.4535,"4711 Catherine Hollow Apt. 300
Lindaport, SC 28962",Basic,Cable,35.97,688.25,59.67,69.23,97.93,Overdue,2024-10-23,2024-08-24,0,Service Request,Closed,2024-11-30,10.0
CUST000404,Anthony Spencer,kim17@example.net,370.253.1101x5314,"2704 Carlson Ports Apt. 245
Lake Brandonchester, VI 82857",Enterprise,Fiber,161.52,123.21,773.74,837.11,99.77,Paid,2024-03-29,2024-01-04,0,Technical Issue,Open,2024-05-03,10.0
CUST000405,Mark Gilbert,kristin20@example.org,+1-520-311-6422x9273,"562 Jason Path
Pamelastad, KY 81892",Premium,Cable,98.61,250.84,317.83,372.12,98.79,Paid,2024-11-08,2024-10-22,0,Technical Issue,Closed,2024-12-02,10.0
CUST000406,Jennifer Stephenson MD,keithcarr@example.net,(727)413-1242,"984 Shaw Lodge
Justinton, WV 12726",Premium,Satellite,102.08,983.36,361.5,478.0,96.17,Paid,2024-09-24,2023-05-31,1,Billing Query,Open,2023-12-22,10.0
CUST000407,Christopher Lane,gravesrachel@example.net,+1-552-517-0742,"00416 Montoya Cliff
Castillofort, MT 77037",Premium,Satellite,101.94,599.03,226.74,322.88,95.01,Paid,2024-10-13,2024-06-17,0,Connection Problem,Resolved,2024-09-14,10.0
CUST000408,Angela Mathis,barronheather@example.net,3872118312,"1841 Kevin Road Suite 015
Port Kristenmouth, VT 19924",Premium,Fiber,118.34,378.75,430.64,409.17,99.37,Paid,2024-10-02,2024-06-01,1,Technical Issue,Open,2024-09-07,10.0
CUST000409,Eric Colon,stephenjohnston@example.org,738-592-8256x286,"216 Evans Inlet Suite 455
Christophershire, KY 13287",Basic,Satellite,47.28,742.8,45.44,70.73,95.58,Paid,2024-11-23,2024-11-15,0,Technical Issue,Open,2024-12-01,10.0
CUST000410,David Young,georgejohnson@example.com,+1-855-589-7529x5064,"USNS George
FPO AE 78002",Standard,Satellite,65.97,928.06,106.96,166.3,96.02,Paid,2024-11-22,2024-06-26,0,Service Request,Closed,2024-11-05,10.0
CUST000411,Katie Davis,vstark@example.org,(577)681-7234x47266,"65777 Kristina Radial Apt. 781
Markstad, AL 59714",Enterprise,Fiber,183.35,671.97,904.22,872.97,99.6,Paid,2024-11-26,2024-10-24,1,Service Request,Resolved,2024-12-11,10.0
CUST000412,Lisa Green,dconner@example.com,(556)259-4649x2307,"1514 Hawkins Fork Suite 424
Kristinastad, TN 27429",Enterprise,Fiber,181.92,879.05,789.88,728.66,99.13,Paid,2024-08-13,2024-07-27,1,Technical Issue,Resolved,2024-11-11,10.0
CUST000413,Patricia Contreras,ublankenship@example.net,245-837-2857,"29945 Wilson Locks Suite 734
Nicoleberg, IN 33383",Standard,Satellite,64.43,524.33,81.09,108.51,95.83,Pending,2024-10-21,2023-12-02,0,Service Request,Open,2024-01-20,10.0
CUST000414,Nathaniel Black,stewartblake@example.net,584.206.6740x28991,"14080 Jerry Pine Suite 673
Christopherfurt, WV 89894",Standard,DSL,60.26,84.07,94.22,126.97,95.53,Pending,2024-01-03,2023-11-18,0,Billing Query,Closed,2024-10-01,10.0
CUST000415,Shawn Baxter,blacklauren@example.net,+1-782-335-4029x526,"17213 Hunt Port Apt. 059
New Alanville, MT 53391",Enterprise,Satellite,159.95,544.73,535.19,704.41,96.71,Paid,2023-11-25,2023-10-27,0,Connection Problem,In Progress,2024-05-17,10.0
CUST000416,Jeff Gonzalez,margaret13@example.org,9959195944,"92846 Schneider Forge Apt. 211
Lake Markfort, NV 20052",Enterprise,Satellite,175.08,760.31,496.22,727.12,95.64,Paid,2024-06-30,2024-05-20,0,Technical Issue,Closed,2024-12-05,10.0
CUST000417,Vanessa Palmer,iberry@example.net,(601)477-4036,"098 Dixon Dam Apt. 946
New Carol, MO 42371",Premium,Cable,88.24,383.8,384.86,432.15,97.54,Paid,2024-04-19,2024-04-04,1,Billing Query,Closed,2024-07-19,10.0
CUST000418,Scott Holland,reyesjennifer@example.com,(459)690-3713,"55774 Mercado Islands Apt. 997
Hallhaven, MP 03387",Basic,Satellite,44.42,452.63,41.38,59.97,96.39,Pending,2024-06-28,2023-04-06,0,Service Request,In Progress,2024-07-31,10.0
CUST000419,Jason Roberts,onewton@example.net,212-879-5444x60709,"USNS Thomas
FPO AE 10806",Basic,DSL,46.31,332.81,78.79,93.32,96.19,Paid,2024-08-29,2023-10-05,1,Billing Query,Closed,2024-11-17,10.0
CUST000420,Renee Duffy,acrawford@example.org,437.873.7786x110,"15908 Benjamin Port
East Sara, CO 22146",Premium,DSL,86.37,834.13,369.91,430.74,97.25,Paid,2024-11-27,2024-10-07,0,Technical Issue,Open,2024-11-14,10.0
CUST000421,Alexa Moore,danny82@example.com,7257263185,"59968 Rocha Shoals
Cynthiabury, MD 70189",Basic,Cable,31.29,672.64,52.91,63.5,97.66,Pending,2024-06-04,2023-10-21,0,Technical Issue,Open,2024-02-26,10.0
CUST000422,Joshua Huffman,jenniferdavis@example.net,(317)317-5375x8862,"714 Connor Isle Suite 370
Ericville, MA 76808",Basic,DSL,36.29,597.44,51.43,66.88,97.35,Paid,2024-11-04,2024-05-10,0,Technical Issue,In Progress,2024-12-06,10.0
CUST000423,Meredith Davenport,orobles@example.org,502.928.5254,"12933 Levi Glen
East Jeffrey, FM 22629",Basic,Fiber,32.82,474.9,92.21,97.35,99.64,Paid,2024-11-17,2024-09-03,0,Technical Issue,Open,2024-11-15,10.0
CUST000424,Wendy Foster,thompsonedward@example.com,342.577.0749,"PSC 6937, Box 6722
APO AP 93136",Enterprise,DSL,148.31,516.88,749.79,918.93,96.09,Paid,2024-10-25,2024-04-03,2,Connection Problem,In Progress,2024-07-17,10.0
CUST000425,Kelly Ryan,mariahcannon@example.org,001-312-225-2266x4609,"802 Melton Forges Apt. 019
North Gregory, MA 61432",Enterprise,Fiber,176.13,521.46,900.4,917.49,99.21,Paid,2024-11-19,2024-06-18,0,Connection Problem,Closed,2024-12-02,10.0
CUST000426,Nicole Riley DDS,vegaroy@example.net,998-862-5852,"48697 Olson Lakes Suite 540
North Cristianhaven, WV 74128",Enterprise,Cable,141.24,330.61,466.67,557.19,97.68,Paid,2024-11-06,2024-06-07,0,Connection Problem,Open,2024-11-04,10.0
CUST000427,William Hill,kklein@example.net,7365363671,"240 Macias Loaf Suite 147
North Madelinemouth, MP 27405",Premium,Satellite,86.71,565.96,346.83,461.5,96.62,Pending,2023-07-14,2023-07-06,0,Technical Issue,Open,2024-10-20,10.0
CUST000428,Joseph Clark,klivingston@example.org,(375)322-2042,"9861 Smith Overpass
Graychester, MD 63439",Standard,Fiber,76.76,333.69,153.97,145.73,99.55,Pending,2024-05-11,2023-12-27,0,Connection Problem,Open,2024-08-22,10.0
CUST000429,Gabrielle Skinner,williamcuevas@example.com,251.445.0812x3073,"675 Jason Passage
Crawfordfort, NE 04042",Standard,DSL,55.09,258.33,192.42,242.47,95.41,Paid,2024-01-21,2023-12-21,0,Connection Problem,Open,2024-03-09,10.0
CUST000430,Karen Hamilton,dgibbs@example.net,+1-422-485-2726x28064,"452 Gregory Plains
Port Donald, IN 94686",Enterprise,DSL,179.35,719.53,656.6,877.66,95.05,Paid,2024-08-17,2024-08-02,0,Service Request,Resolved,2024-09-15,10.0
CUST000431,Meghan Johns,edavis@example.org,(631)742-9965,"PSC 9738, Box 2464
APO AP 30597",Basic,Fiber,33.31,781.31,67.21,68.3,99.04,Paid,2023-05-22,2023-03-22,1,Connection Problem,Closed,2023-07-06,10.0
CUST000432,Andrew Ruiz,jonesjames@example.net,(913)593-1933x300,"2999 Mary Brooks
Bakerborough, NH 29307",Standard,Cable,77.26,313.49,268.08,296.92,97.83,Pending,2024-12-15,2024-08-16,1,Connection Problem,In Progress,2024-12-10,10.0
CUST000433,Vanessa Brown,crystalpeterson@example.org,(749)918-0945x6955,"23149 Sharon Park Suite 086
Cervantesshire, NM 72956",Basic,Satellite,44.24,403.8,39.82,57.74,95.43,Paid,2024-08-15,2023-08-01,1,Billing Query,Open,2024-12-14,10.0
CUST000434,Tina Fuller,amy71@example.org,(695)577-6578x50565,"94676 Heather Turnpike
Carlymouth, PA 32558",Basic,DSL,37.14,382.55,41.08,55.4,98.4,Pending,2024-10-29,2024-04-01,1,Billing Query,Resolved,2024-10-14,10.0
CUST000435,Brittany Price DVM,davisryan@example.com,379.894.9580x48095,"882 Larson Rapids
Pattersonhaven, MT 80750",Basic,DSL,31.12,702.26,78.72,97.98,97.9,Pending,2023-08-26,2023-05-04,0,Service Request,Open,2023-10-24,10.0
CUST000436,Kimberly Powell,handerson@example.com,644-472-3292x38330,"36617 Patricia Ports
New Cameronstad, ME 30293",Premium,Cable,90.37,202.86,448.15,495.82,98.31,Paid,2023-04-28,2023-03-29,1,Billing Query,Resolved,2024-11-23,10.0
CUST000437,Sarah Glover,bentleyjames@example.org,266.913.2448,"6299 Bryan Pass Suite 956
North Seanview, DE 03156",Premium,Satellite,98.53,788.05,262.22,390.89,95.43,Pending,2024-10-13,2024-05-15,0,Connection Problem,Open,2024-05-24,10.0
CUST000438,Philip Wong,bethjohnson@example.net,312-543-4062x74891,"102 David Mill
Riggstown, AL 14527",Premium,DSL,105.9,851.8,275.9,352.31,97.2,Pending,2023-11-13,2023-07-04,0,Connection Problem,In Progress,2024-02-23,10.0
CUST000439,Diane Murphy,sarah08@example.com,+1-648-500-6311x9128,"2464 Barton Grove
Port Meghan, OH 83198",Premium,DSL,97.32,731.77,241.82,326.26,97.73,Paid,2023-08-01,2023-02-27,0,Billing Query,In Progress,2023-08-15,10.0
CUST000440,Kevin Frazier,gillkathleen@example.net,379-387-8916,"306 Kelly Gateway Apt. 927
Aaronside, SD 44726",Enterprise,Fiber,134.65,58.04,695.93,652.7,99.52,Paid,2024-09-28,2024-03-02,0,Technical Issue,In Progress,2024-10-10,10.0
CUST000441,Tony Nguyen,donna16@example.org,(518)819-6582,"17825 Walls Orchard Suite 462
Lake Nicoleport, NJ 74496",Enterprise,DSL,197.41,481.0,826.21,956.88,97.01,Paid,2024-11-23,2024-07-25,2,Technical Issue,Resolved,2024-11-03,10.0
CUST000442,Kiara Harris,jbentley@example.com,+1-865-266-5834,"648 Alvarado Trail Apt. 233
North Erictown, VA 20540",Enterprise,Satellite,138.05,599.91,486.47,667.34,94.61,Paid,2024-03-02,2024-02-21,0,Billing Query,In Progress,2024-07-03,10.0
CUST000443,Amanda Bell,tiffanypeterson@example.com,+1-346-834-8845x35010,"130 Tran Summit
North Laurenborough, MS 20415",Standard,Fiber,73.68,706.27,287.17,275.27,99.83,Paid,2023-10-01,2023-04-27,1,Billing Query,Resolved,2023-09-07,10.0
CUST000444,Brittany Buck,johnturner@example.com,+1-553-475-1196x9110,"437 Alicia Well
East Ambermouth, NJ 53895",Basic,DSL,37.17,920.42,73.51,86.51,95.43,Paid,2024-09-14,2023-05-09,0,Connection Problem,Open,2023-11-10,10.0
CUST000445,Kathryn Davis,catherine07@example.net,001-485-527-6196x2216,"7035 Merritt Street Apt. 470
Shawnport, MT 91732",Enterprise,DSL,168.75,761.67,485.8,669.19,97.05,Paid,2024-07-03,2024-01-06,0,Service Request,In Progress,2024-06-18,10.0
CUST000446,Mark Leach,ujackson@example.com,(500)441-1098x980,"113 Dakota Drive Apt. 189
Lake Oscar, PR 95943",Basic,DSL,44.49,365.4,65.47,87.08,95.38,Paid,2024-04-08,2023-09-07,0,Connection Problem,Closed,2024-04-28,10.0
CUST000447,Sandra Rivera,tbyrd@example.com,001-919-373-7766x231,"4348 Amber Summit Suite 012
East Michaelmouth, WA 21416",Standard,Satellite,74.76,813.82,139.65,185.45,96.87,Pending,2024-08-28,2023-01-08,1,Technical Issue,In Progress,2024-03-03,10.0
CUST000448,James James,uwillis@example.com,2186950227,"89855 Patricia Camp Apt. 865
South Amyshire, TX 59762",Enterprise,Fiber,146.56,615.36,976.12,916.09,99.1,Paid,2023-08-15,2023-04-06,0,Technical Issue,Open,2023-09-10,10.0
CUST000449,Michael Kim,griffithmarco@example.org,(907)325-4450x7698,"54257 Joseph Underpass Suite 843
North Linda, NE 37140",Premium,Fiber,99.08,255.74,290.15,303.1,99.09,Paid,2024-05-14,2023-04-19,0,Billing Query,Open,2023-06-02,10.0
CUST000450,Theresa Beltran,mike87@example.com,8912960391,"83969 Robert Prairie
Rogerport, MD 90773",Standard,Fiber,55.63,292.81,127.83,116.32,99.63,Paid,2024-03-19,2024-02-26,0,Service Request,Open,2024-09-22,10.0
CUST000451,Amy Johnson,fcarpenter@example.com,001-511-917-9541x2567,"7140 Velasquez Courts Apt. 312
North Scott, NY 32779",Enterprise,Fiber,194.21,217.38,934.9,889.75,99.15,Paid,2024-11-05,2024-10-23,0,Technical Issue,In Progress,2024-11-28,10.0
CUST000452,Jennifer Garrett,colleen13@example.com,576-306-0363,"729 Lauren Ville
West Johnny, OR 96634",Standard,Satellite,64.7,598.04,91.7,138.2,97.06,Paid,2023-07-20,2023-02-09,0,Technical Issue,Closed,2024-01-01,10.0
CUST000453,Daniel Schroeder,fbaker@example.org,428.859.1257,"70388 Luis Loop Apt. 089
Lake Philip, MN 54330",Premium,DSL,98.6,943.79,234.08,302.99,97.43,Paid,2024-07-15,2024-05-05,0,Connection Problem,Resolved,2024-10-12,10.0
CUST000454,Amanda Miranda,mooretimothy@example.net,001-655-951-4206,"299 George Shores
South Andrew, SD 34571",Standard,DSL,78.58,620.94,194.53,231.73,95.17,Paid,2024-01-19,2023-11-18,2,Technical Issue,Resolved,2024-12-05,10.0
CUST000455,Nancy Garcia,wayneolson@example.com,8543117422,"786 Baker Estates Suite 978
New Alexis, SD 15054",Basic,Satellite,49.84,264.19,70.73,97.11,95.0,Paid,2024-09-29,2024-09-24,0,Billing Query,Resolved,2024-10-21,10.0
CUST000456,Casey Fields,atkinskatherine@example.net,(366)497-2359x1228,"414 Edward Route Apt. 354
West Jamesstad, RI 04452",Basic,Cable,42.11,572.17,69.03,79.18,97.79,Paid,2024-08-18,2024-03-08,0,Connection Problem,Resolved,2024-11-02,10.0
CUST000457,Cynthia Juarez,jamesrogers@example.com,001-741-201-0074x58266,"869 Morgan Mount Apt. 035
Lake Phillip, TX 31687",Premium,Fiber,96.94,871.24,340.56,362.43,99.14,Paid,2024-09-22,2024-09-03,1,Technical Issue,Closed,2024-09-24,10.0
CUST000458,Larry Edwards,mikaylajenkins@example.org,501.574.0016x9915,"4211 Lisa Gateway
East Mariahtown, SC 31944",Standard,DSL,63.77,852.97,145.44,187.3,97.92,Paid,2024-10-27,2024-08-23,2,Service Request,Open,2024-09-02,10.0
CUST000459,Mark Graham,dhernandez@example.net,001-218-268-4839,"112 Courtney Plains
Brandonshire, AK 24568",Standard,Cable,67.9,529.58,244.79,279.57,97.38,Paid,2024-10-12,2024-08-31,1,Connection Problem,Open,2024-11-19,10.0
CUST000460,Lisa Castaneda,ybird@example.com,841.927.6223x31302,"USCGC Brandt
FPO AA 94365",Standard,Satellite,78.93,794.13,124.11,184.8,96.88,Paid,2024-04-02,2024-03-20,0,Service Request,Open,2024-09-18,10.0
CUST000461,Jeanette Foster,mcgrathmatthew@example.com,(273)616-7081,"90413 Brown Turnpike
Cherryburgh, MD 30963",Standard,Satellite,74.54,536.28,125.7,166.21,95.77,Paid,2024-09-22,2024-03-03,0,Connection Problem,Open,2024-03-17,10.0
CUST000462,Eric Morse,santosemily@example.com,382.249.9597,"32655 Little Junctions
New James, ND 12709",Enterprise,Fiber,174.45,988.57,727.17,716.77,99.03,Paid,2024-11-29,2024-09-18,0,Technical Issue,Open,2024-12-19,10.0
CUST000463,Anna Hines,tsilva@example.com,382.313.8762,"53861 Wood Fords
Port Erika, NM 26455",Basic,Satellite,41.54,545.53,40.16,58.7,94.43,Paid,2024-06-18,2024-05-25,0,Connection Problem,Resolved,2024-08-09,10.0
CUST000464,Adam Taylor,davisjeanne@example.net,616.228.8312x6479,"514 Le Club Apt. 590
Hoffmanhaven, KS 80982",Standard,Cable,78.47,437.01,125.61,140.87,97.26,Paid,2024-05-26,2024-04-08,0,Billing Query,In Progress,2024-04-17,10.0
CUST000465,Diana Buckley,patrickfernandez@example.org,+1-924-328-9457x293,"8147 Matthew Cliffs Apt. 077
Ramirezview, ND 59246",Premium,Fiber,118.54,594.39,284.12,309.3,99.82,Paid,2024-01-09,2023-02-15,0,Connection Problem,Resolved,2024-10-05,10.0
CUST000466,Randall Collins,jacquelinedodson@example.org,6898534741,"668 John Lock Suite 180
Chelseyfurt, MS 70771",Enterprise,DSL,150.94,334.93,487.34,583.01,96.72,Pending,2024-05-10,2023-12-06,0,Connection Problem,In Progress,2023-12-19,10.0
CUST000467,Derek Chapman,james26@example.com,684.296.4010,"3395 Anderson Point Apt. 833
Port Christinabury, FM 75060",Premium,Cable,101.8,735.3,356.72,429.53,98.89,Pending,2024-06-11,2023-08-27,0,Billing Query,Closed,2024-10-05,10.0
CUST000468,Matthew Wells,aprilfernandez@example.net,374-896-2735,"682 Karen Mountain
Port Paulstad, WY 25678",Standard,Fiber,51.1,921.24,129.09,118.1,99.17,Pending,2024-07-05,2024-06-18,0,Billing Query,In Progress,2024-11-09,10.0
CUST000469,Caitlin Norman,martinkatherine@example.net,532-689-1437x8357,"USNS Morales
FPO AA 57649",Enterprise,Fiber,165.74,379.26,895.33,911.27,99.66,Paid,2024-11-01,2024-08-06,0,Technical Issue,In Progress,2024-08-12,10.0
CUST000470,Derrick Flynn,dpadilla@example.com,(538)771-9309x108,"861 Johnson Prairie Suite 785
West Dawn, KY 58445",Basic,DSL,49.6,150.42,42.31,52.13,98.1,Paid,2024-09-28,2024-08-07,0,Billing Query,In Progress,2024-10-26,10.0
CUST000471,Michelle Flores,smiththeresa@example.org,(844)960-0343x1022,"Unit 4684 Box 9571
DPO AP 29327",Basic,DSL,41.61,281.19,58.82,74.0,96.06,Paid,2024-02-06,2023-06-21,0,Service Request,Closed,2024-02-11,10.0
CUST000472,Lawrence Wright,tperez@example.com,(859)294-6799x4838,"652 Brian Land
East Kimberlyberg, NY 33808",Standard,Satellite,76.67,636.72,95.44,143.66,94.65,Paid,2023-07-25,2023-06-24,2,Technical Issue,Closed,2023-10-22,9.63
CUST000473,Stephanie Brady,danielpierce@example.org,690-912-4833x466,"688 Chambers Run Apt. 222
West Jessica, PA 85109",Basic,Cable,48.65,343.32,82.73,98.62,99.43,Pending,2023-06-30,2023-01-01,0,Billing Query,Closed,2023-03-24,10.0
CUST000474,Mr. Christopher Mullins,basscurtis@example.com,406-377-0420x3239,"74264 Megan Landing Apt. 516
North Elizabeth, MD 93843",Enterprise,DSL,157.42,181.18,449.35,605.18,96.41,Paid,2024-10-18,2024-03-17,1,Connection Problem,Open,2024-12-17,10.0
CUST000475,John Bennett PhD,lburns@example.com,(618)619-8241x649,"Unit 4746 Box 7539
DPO AP 15449",Basic,Fiber,33.8,361.05,56.4,53.27,99.25,Paid,2024-12-10,2024-10-14,0,Service Request,Open,2024-11-25,10.0
CUST000476,Mark Smith,aross@example.org,+1-691-570-2188,"Unit 5834 Box 9422
DPO AP 28093",Enterprise,DSL,167.38,947.74,407.35,502.04,96.33,Pending,2023-12-31,2023-10-05,0,Service Request,Resolved,2024-08-15,10.0
CUST000477,Daniel Calderon,vjacobs@example.org,7797970975,"324 Cooper Pines
Laneville, NH 84073",Premium,DSL,107.81,533.52,243.37,327.01,96.43,Pending,2024-05-09,2024-04-01,0,Technical Issue,In Progress,2024-09-01,10.0
CUST000478,Ryan Graham,dannyrice@example.com,(735)267-2003,"2721 Michael Oval
South Mariaport, AK 34042",Premium,DSL,103.59,260.55,364.52,417.87,96.87,Paid,2024-06-04,2024-01-14,0,Billing Query,Resolved,2024-11-20,10.0
CUST000479,Michael Mckay,chavezdavid@example.org,(413)807-2082,"00396 Steven Street Suite 759
Lake Mistyville, UT 96081",Enterprise,DSL,199.31,720.75,599.14,738.88,95.62,Paid,2023-11-11,2023-09-25,1,Service Request,In Progress,2024-09-25,10.0
CUST000480,Johnathan Rogers,brittanyhansen@example.org,408.601.6633x8679,"258 Quinn Union
Bensonfort, DE 20918",Standard,Cable,57.45,459.71,139.13,144.01,97.16,Pending,2024-04-08,2023-03-21,0,Connection Problem,Closed,2024-08-23,10.0
CUST000481,Katherine Arellano,daniel11@example.net,(511)844-4816x12706,"278 Harmon Brooks Suite 705
Port Dustin, AR 09695",Premium,Fiber,117.23,398.39,310.21,314.78,99.33,Paid,2024-11-26,2024-11-26,1,Connection Problem,Closed,2024-12-16,10.0
CUST000482,Tonya Joseph,barrerarichard@example.com,337.247.7681x05909,"6869 Peterson Loop
Garybury, AZ 35723",Premium,Satellite,119.62,707.66,315.45,421.77,97.06,Paid,2024-09-04,2024-03-02,0,Service Request,Open,2024-10-15,10.0
CUST000483,Jerry Rios,rickygonzalez@example.net,614-931-6058,"18804 Osborn Greens Apt. 600
Stoneborough, OR 79423",Premium,DSL,96.77,332.82,330.03,379.63,95.3,Paid,2024-03-18,2023-04-11,1,Connection Problem,Resolved,2024-09-19,10.0
CUST000484,Mark Kirby,zraymond@example.org,971.844.2154x037,"3394 Olson Squares
South Susan, NY 47045",Basic,DSL,32.6,139.38,52.34,67.15,96.9,Pending,2024-06-26,2024-06-10,0,Billing Query,Open,2024-06-22,10.0
